z1,z2,z3,z4,z5,z6,z7,z8,z9
1.0,0.9583333333333335,0.4033613445378155,0.7538269105573917,0.5223361923746402,0.16604859796315177,0.6874903018659704,0.604779767199041,0.2753623188405804
1.0,0.9166666666666662,0.3361344537815129,0.9739525170832412,0.46330841391638683,0.1632169074094067,0.7368047755076899,0.633191912967221,0.10144927536231932
1.0,0.9583333333333335,0.6806722689075637,0.23244751943820494,0.7910375518851558,0.1824232460849625,0.49458551342132306,0.5895601060601224,0.6811594202898554
1.0,0.9583333333333335,0.5798319327731097,0.3224627508043853,0.7663423531609815,0.17876977169985908,0.5628465490250629,0.5961447032891047,0.6376811594202902
1.0,0.9583333333333335,0.45378151260504246,0.38068698210433,0.7709255581915327,0.17189587747407045,0.651180428322983,0.6875372924566923,0.6521739130434778
1.0,0.7916666666666667,0.06722689075630259,0.4918740434335619,0.8583289915289831,0.509950994937956,0.9189604304549802,0.6781778104335046,0.7681159420289849
1.0,0.9166666666666662,0.6134453781512611,0.4918740434335619,0.6891135254130285,0.277616789711774,0.5398609858684765,0.6781778104335046,0.42028985507246386
1.0,0.8749999999999998,0.6722689075630258,0.30852528745437846,0.7435819461147133,0.11463482473621157,0.5001949272267245,0.6499096451337457,0.594202898550725
0.5833333333333334,0.5416666666666669,0.21008403361344558,0.1993294753025347,0.829295034241961,0.09832114454245063,0.5712269215662514,0.6873828455586191,0.7971014492753624
1.0,0.8333333333333333,0.0,0.5674016199196462,0.8521757819269377,0.50632371015884,1.0,0.6249855303448473,0.7536231884057972
1.0,0.8749999999999998,0.6218487394957989,0.4870756065192163,0.6891135254130285,0.27832678436675895,0.5341511497281161,0.6781778104335046,0.42028985507246386
0.5833333333333334,0.5416666666666669,0.3361344537815129,0.10753910208383737,0.8409069832718494,0.1462345882488253,0.4810813668716732,0.7057020766464286,0.8260869565217389
0.0,0.0,0.2184873949579834,0.0,0.7684234897600734,0.1446601175997023,0.17284955363650345,0.7343347025726249,0.6521739130434778
1.0,0.9583333333333335,0.7647058823529419,0.38203386497563213,0.6941943793945131,0.2589343026295121,0.4392597882173778,0.5775392563079003,0.44927536231884035
1.0,0.9583333333333335,0.806722689075631,0.48772715724807747,0.6337485103585724,0.16379347588342727,0.41211046885678065,0.6001603099325363,0.3043478260869569
1.0,0.9583333333333335,0.7478991596638662,0.5073978007817114,0.6397817188281315,0.10789883519245926,0.4502144199493962,0.6465385143097478,0.31884057971014457
1.0,0.9166666666666662,0.7394957983193284,0.45974087895186466,0.663939735451173,0.25964709710742984,0.4557122757499031,0.6129209713013042,0.3768115942028986
1.0,0.9583333333333335,0.7226890756302528,0.4691129046415738,0.663939735451173,0.10781614886188863,0.4667493246125724,0.637090170979897,0.3768115942028986
1.0,0.9166666666666662,0.4117647058823533,0.1693717524565312,0.9011774168202014,0.1784733997037059,0.6813988951349316,0.6419553994866265,0.9420289855072459
1.0,0.9583333333333335,0.428571428571429,0.35836212049484645,0.7906757820763308,0.16839424248349416,0.6692639826432142,0.5640983809655821,0.6956521739130431
1.0,0.9166666666666662,0.6302521008403367,0.4564782103116945,0.686085388866523,0.17517357936568573,0.5284558239718463,0.6254623773200926,0.44927536231884035
1.0,0.9166666666666662,0.46218487394958024,0.5671092122508271,0.6234442175846778,0.15355013568742604,0.6451840128747719,0.6037691228860016,0.43478260869565266
1.0,0.9583333333333335,0.6470588235294124,0.26208860404681594,0.7849441552312649,0.17791969403848193,0.5171084829213333,0.5683881075719036,0.6666666666666666
1.0,0.9583333333333335,0.571428571428572,0.3514509589914139,0.7541915035706188,0.17581474132375208,0.5686297756526018,0.5770543680683164,0.6086956521739126
1.0,0.9583333333333335,0.7478991596638662,0.4810986082978816,0.6438544817178552,0.17972085116467545,0.4502144199493962,0.5932913778232123,0.347826086956521
1.0,0.9166666666666662,0.37815126050420206,0.7840580986518003,0.552470472659104,0.13870286046409866,0.7058610833282759,0.7051377243807864,0.2608695652173916
1.0,0.9583333333333335,0.806722689075631,0.4485174550097894,0.6468259521065869,0.16457623692981174,0.41211046885677843,0.5932913778232123,0.347826086956521
1.0,0.9583333333333335,0.806722689075631,0.42271673786083674,0.658887723305571,0.16537619262210165,0.41211046885678065,0.5887517716227116,0.3768115942028986
1.0,0.9583333333333335,0.428571428571429,0.4198666859819564,0.7670689247619676,0.11116870541485498,0.6692639826432142,0.7392192807328739,0.6231884057971014
1.0,0.9583333333333335,0.3529411764705886,0.3773256097868546,0.8097541540088851,0.11655784544244988,0.7243780513804675,0.7686735675661802,0.7246376811594218
1.0,0.9583333333333335,0.7058823529411772,0.4269617362190559,0.6881383400071335,0.13912387021031417,0.47784183603234104,0.7237831350593942,0.43478260869565266
1.0,0.9583333333333335,0.5042016806722693,0.47725290359830114,0.7184442765519066,0.18727495028945013,0.615434956959421,0.4735150072848462,0.5072463768115955
1.0,0.9583333333333335,0.1764705882352943,0.42027734552694407,0.8403241178750048,0.2246061282006676,0.8582408258805393,0.3882192039924049,0.7971014492753624
1.0,0.9583333333333335,0.663865546218488,0.502288216817533,0.663939735451173,0.2694888636735081,0.5058185241264497,0.49207497290833907,0.3768115942028986
1.0,0.9583333333333335,0.663865546218488,0.502288216817533,0.663939735451173,0.23276064760292878,0.5058185241264497,0.49207497290833907,0.3768115942028986
1.0,0.9583333333333335,0.714285714285715,0.47381655617969576,0.663939735451173,0.2052602640127947,0.4722886214068879,0.564582571944118,0.3768115942028986
1.0,0.9583333333333335,0.7478991596638662,0.46805162427115876,0.6578964415967731,0.19843822501977842,0.4502144199493962,0.5668064739978775,0.3623188405797098
1.0,0.9583333333333335,0.7731092436974797,0.4411367085528905,0.663939735451173,0.1912659545530689,0.43380291009714,0.5887517716227116,0.3768115942028986
1.0,0.9583333333333335,0.7899159663865554,0.47080248163753596,0.6458174394341459,0.17658694095454647,0.422929775778151,0.6198685635434079,0.3333333333333322
1.0,0.9583333333333335,0.7226890756302528,0.44325911779019556,0.6760339395325143,0.18304111459414266,0.4667493246125724,0.6324149544617584,0.40579710144927505
1.0,0.9583333333333335,0.8235294117647066,0.47842487446168286,0.6337485103585724,0.17780510666017507,0.4013445906115653,0.624540778839089,0.3043478260869569
1.0,0.9583333333333335,0.3949579831932777,0.45191751358285065,0.7609816589278949,0.18806669430724318,0.6935977597346422,0.530020208828693,0.6086956521739126
1.0,0.9583333333333335,0.5546218487394963,0.44827899402369775,0.7184442765519066,0.18604683827313792,0.580240829627175,0.5687070087493384,0.5072463768115955
1.0,0.9583333333333335,0.8151260504201688,0.4830702666071755,0.6337485103585724,0.1734596130128244,0.40672087591572853,0.624540778839089,0.3043478260869569
1.0,0.8749999999999998,0.7983193277310932,0.5457107296626523,0.6096406755709075,0.20087418076546362,0.4175134189054927,0.5848795935051896,0.2463768115942028
1.0,0.8749999999999998,0.7731092436974797,0.5735404358121521,0.6036199361721175,0.1946266626335368,0.43380291009714,0.5871745928077062,0.23188405797101402
1.0,0.8749999999999998,0.7478991596638662,0.5743654719915252,0.6096406755709075,0.20076494938573955,0.4502144199493962,0.5848795935051896,0.2463768115942028
1.0,0.8749999999999998,0.7394957983193284,0.4468128393601036,0.6699855660376776,0.217639474617814,0.4557122757499031,0.5623663650531749,0.39130434782608736
1.0,0.9583333333333335,0.857142857142857,0.3700806118632747,0.6676267558289408,0.15720247176200616,0.37997154485693707,0.7046720954697802,0.40579710144927505
1.0,0.9583333333333335,0.8739495798319327,0.3737440117012405,0.6615975045735258,0.18827824689718917,0.36936359935372054,0.634748518415881,0.39130434782608736
1.0,0.9166666666666662,0.9075630252100839,0.39395821365000866,0.6435248205776483,0.17363337776041793,0.3483029465741634,0.6417979107433793,0.347826086956521
1.0,0.9166666666666662,0.857142857142857,0.38272052615564556,0.6615975045735258,0.1559677361269655,0.37997154485693707,0.7071306717785881,0.39130434782608736
